[f1] group self-checks PASS: |G48|=48 verified elementwise (Hamming isometry 64x64, 32-pair closure, pair-0 fixed, rev-commutation); quotient = 24 pair-perms, closed under composition, kernel {id,rev}
[f1] pair-orbits of the 31 free pairs: 3:[3,7,11] 3:[4,6,21] 3:[13,14,30] 4:[5,8,26,31] 6:[1,9,17,19,22,25] 6:[2,12,16,18,24,28] 6:[10,15,20,23,27,29]
record	m=32	33,30,31,62,61,47,32,1,2,16,4,8,59,55,51,12,45,18
4991	cd=31	12,51,55,59,47,61,4,8,1,32,16,2,62,31,30,33,45,18
record	m=64	12,51,55,59,61,47,4,8,32,1,2,16,31,62,30,33,45,18
6401	cd=31	12,51,33,30,31,62,8,4,32,1,2,16,55,59,61,47,45,18
record	m=64	12,51,33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18
18429	cd=31	2,16,1,32,61,47,59,55,31,62,8,4,12,51,33,30,18,45
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,33,30,18,45
19973	cd=31	2,16,8,4,55,59,31,62,61,47,32,1,33,30,12,51,18,45
record	m=32	2,16,4,8,59,55,31,62,61,47,32,1,33,30,12,51,18,45
24582	cd=23	2,16,61,47,55,59,31,62,4,8,32,1,33,30,18,45,12,51
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,18,45,12,51
16108	cd=31	12,51,18,45,61,47,8,4,2,16,32,1,59,55,31,62,30,33
record	m=64	12,51,18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33
22865	cd=31	4,8,1,32,59,55,61,47,62,31,16,2,18,45,33,30,12,51
record	m=64	4,8,32,1,55,59,61,47,31,62,2,16,18,45,33,30,12,51
18430	cd=31	16,2,32,1,47,61,59,55,31,62,8,4,12,51,33,30,18,45
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,33,30,18,45
12297	cd=23	32,1,31,62,61,47,59,55,4,8,2,16,18,45,12,51,33,30
record	m=16	32,1,31,62,61,47,55,59,8,4,2,16,18,45,12,51,33,30
5249	cd=31	12,51,55,59,2,16,8,4,32,1,47,61,62,31,30,33,45,18
record	m=64	12,51,55,59,2,16,4,8,32,1,61,47,31,62,30,33,45,18
25348	cd=31	16,2,8,4,61,47,31,62,59,55,1,32,33,30,18,45,12,51
record	m=64	2,16,4,8,61,47,31,62,55,59,32,1,33,30,18,45,12,51
22828	cd=31	32,1,61,47,31,62,59,55,4,8,16,2,18,45,33,30,12,51
record	m=32	32,1,61,47,31,62,55,59,8,4,2,16,18,45,33,30,12,51
7083	cd=31	33,30,12,51,55,59,62,31,1,32,2,16,8,4,47,61,45,18
record	m=32	33,30,12,51,55,59,31,62,32,1,2,16,4,8,61,47,45,18
2141	cd=23	18,45,33,30,31,62,61,47,2,16,1,32,4,8,59,55,51,12
record	m=16	18,45,33,30,31,62,61,47,2,16,32,1,4,8,59,55,51,12
24718	cd=31	8,4,16,2,47,61,62,31,59,55,32,1,33,30,18,45,12,51
record	m=32	4,8,2,16,61,47,31,62,55,59,32,1,33,30,18,45,12,51
12058	cd=23	32,1,4,8,31,62,55,59,47,61,16,2,18,45,12,51,33,30
record	m=32	32,1,4,8,31,62,55,59,61,47,2,16,18,45,12,51,33,30
19977	cd=31	2,16,8,4,61,47,62,31,59,55,32,1,33,30,12,51,18,45
record	m=64	2,16,4,8,61,47,31,62,55,59,32,1,33,30,12,51,18,45
6549	cd=31	33,30,12,51,55,59,2,16,4,8,32,1,31,62,61,47,45,18
record	m=32	33,30,12,51,55,59,2,16,4,8,32,1,31,62,61,47,45,18
12231	cd=23	32,1,31,62,47,61,55,59,8,4,2,16,18,45,12,51,33,30
record	m=16	32,1,31,62,61,47,55,59,8,4,2,16,18,45,12,51,33,30
18319	cd=23	1,32,2,16,62,31,61,47,55,59,8,4,12,51,33,30,18,45
record	m=32	32,1,2,16,31,62,61,47,55,59,8,4,12,51,33,30,18,45
18566	cd=23	1,32,62,31,47,61,55,59,16,2,4,8,12,51,33,30,18,45
record	m=32	32,1,31,62,61,47,55,59,2,16,4,8,12,51,33,30,18,45
23105	cd=23	1,32,8,4,55,59,62,31,47,61,16,2,18,45,33,30,12,51
record	m=16	32,1,4,8,59,55,31,62,61,47,2,16,18,45,33,30,12,51
24716	cd=31	8,4,2,16,61,47,62,31,59,55,32,1,33,30,18,45,12,51
record	m=32	4,8,2,16,61,47,31,62,55,59,32,1,33,30,18,45,12,51
16101	cd=31	12,51,18,45,47,61,8,4,16,2,32,1,59,55,31,62,30,33
record	m=64	12,51,18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33
12191	cd=31	4,8,61,47,55,59,31,62,32,1,2,16,18,45,12,51,33,30
record	m=32	4,8,61,47,55,59,31,62,32,1,2,16,18,45,12,51,33,30
15651	cd=23	12,51,18,45,47,61,55,59,8,4,16,2,32,1,31,62,30,33
record	m=16	12,51,18,45,61,47,55,59,8,4,2,16,32,1,31,62,30,33
24527	cd=23	16,2,47,61,55,59,62,31,4,8,32,1,33,30,18,45,12,51
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,18,45,12,51
18875	cd=23	1,32,2,16,62,31,47,61,59,55,4,8,12,51,33,30,18,45
record	m=32	32,1,2,16,31,62,61,47,55,59,8,4,12,51,33,30,18,45
20478	cd=23	16,2,4,8,61,47,59,55,62,31,1,32,33,30,12,51,18,45
record	m=32	2,16,4,8,61,47,55,59,31,62,32,1,33,30,12,51,18,45
4042	cd=23	33,30,62,31,47,61,1,32,2,16,4,8,59,55,51,12,45,18
record	m=32	33,30,31,62,61,47,32,1,2,16,4,8,59,55,51,12,45,18
571	cd=31	33,30,31,62,4,8,1,32,16,2,59,55,47,61,45,18,51,12
record	m=64	33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18,51,12
23692	cd=31	8,4,1,32,59,55,61,47,31,62,2,16,18,45,33,30,12,51
record	m=64	4,8,32,1,55,59,61,47,31,62,2,16,18,45,33,30,12,51
7021	cd=23	12,51,33,30,31,62,59,55,1,32,8,4,16,2,47,61,45,18
record	m=32	12,51,33,30,31,62,55,59,32,1,4,8,2,16,61,47,45,18
12049	cd=23	1,32,8,4,62,31,55,59,47,61,16,2,18,45,12,51,33,30
record	m=32	32,1,4,8,31,62,55,59,61,47,2,16,18,45,12,51,33,30
19722	cd=23	2,16,61,47,55,59,62,31,8,4,32,1,33,30,12,51,18,45
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,12,51,18,45
25029	cd=31	2,16,31,62,61,47,55,59,8,4,1,32,33,30,18,45,12,51
record	m=32	2,16,31,62,61,47,55,59,8,4,32,1,33,30,18,45,12,51
5528	cd=31	12,51,59,55,1,32,8,4,2,16,61,47,31,62,30,33,45,18
record	m=32	12,51,55,59,32,1,4,8,2,16,61,47,31,62,30,33,45,18
23473	cd=23	8,4,55,59,62,31,61,47,1,32,2,16,18,45,33,30,12,51
record	m=32	4,8,59,55,31,62,61,47,32,1,2,16,18,45,33,30,12,51
5646	cd=31	12,51,59,55,32,1,4,8,16,2,47,61,31,62,30,33,45,18
record	m=32	12,51,55,59,32,1,4,8,2,16,61,47,31,62,30,33,45,18
12387	cd=31	4,8,1,32,55,59,47,61,62,31,2,16,18,45,12,51,33,30
record	m=64	4,8,32,1,55,59,61,47,31,62,2,16,18,45,12,51,33,30
4032	cd=23	33,30,62,31,61,47,1,32,16,2,4,8,59,55,51,12,45,18
record	m=32	33,30,31,62,61,47,32,1,2,16,4,8,59,55,51,12,45,18
14462	cd=23	18,45,12,51,59,55,61,47,2,16,4,8,1,32,62,31,30,33
record	m=16	18,45,12,51,55,59,61,47,2,16,4,8,32,1,31,62,30,33
18696	cd=31	16,2,32,1,61,47,55,59,62,31,4,8,12,51,33,30,18,45
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,33,30,18,45
20186	cd=23	8,4,16,2,55,59,47,61,31,62,32,1,33,30,12,51,18,45
record	m=32	4,8,2,16,55,59,61,47,31,62,32,1,33,30,12,51,18,45
20575	cd=31	4,8,16,2,47,61,62,31,59,55,1,32,33,30,12,51,18,45
record	m=32	4,8,2,16,61,47,31,62,55,59,32,1,33,30,12,51,18,45
5651	cd=23	12,51,59,55,4,8,1,32,16,2,47,61,31,62,30,33,45,18
record	m=16	12,51,55,59,8,4,32,1,2,16,61,47,31,62,30,33,45,18
20473	cd=23	2,16,8,4,55,59,61,47,62,31,1,32,33,30,12,51,18,45
record	m=16	2,16,4,8,59,55,61,47,31,62,32,1,33,30,12,51,18,45
4650	cd=31	33,30,62,31,2,16,1,32,8,4,47,61,55,59,51,12,45,18
record	m=64	33,30,31,62,2,16,32,1,4,8,61,47,55,59,51,12,45,18
9955	cd=31	1,32,47,61,62,31,55,59,16,2,8,4,12,51,18,45,33,30
record	m=64	32,1,61,47,31,62,55,59,2,16,4,8,12,51,18,45,33,30
5486	cd=31	12,51,59,55,16,2,4,8,32,1,61,47,31,62,30,33,45,18
record	m=64	12,51,55,59,2,16,4,8,32,1,61,47,31,62,30,33,45,18
18343	cd=23	1,32,2,16,61,47,31,62,55,59,8,4,12,51,33,30,18,45
record	m=16	32,1,2,16,61,47,31,62,55,59,8,4,12,51,33,30,18,45
1594	cd=31	18,45,61,47,4,8,16,2,1,32,59,55,31,62,30,33,51,12
record	m=64	18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33,51,12
10697	cd=31	2,16,31,62,47,61,59,55,1,32,4,8,12,51,18,45,33,30
record	m=64	2,16,31,62,61,47,55,59,32,1,4,8,12,51,18,45,33,30
2842	cd=31	33,30,18,45,61,47,32,1,2,16,4,8,31,62,59,55,51,12
record	m=64	33,30,18,45,61,47,32,1,2,16,4,8,31,62,55,59,51,12
20084	cd=31	16,2,8,4,47,61,31,62,55,59,32,1,33,30,12,51,18,45
record	m=64	2,16,4,8,61,47,31,62,55,59,32,1,33,30,12,51,18,45
25188	cd=23	4,8,59,55,61,47,31,62,2,16,1,32,33,30,18,45,12,51
record	m=32	4,8,59,55,61,47,31,62,2,16,32,1,33,30,18,45,12,51
7765	cd=31	33,30,12,51,55,59,2,16,4,8,32,1,31,62,47,61,45,18
record	m=32	33,30,12,51,55,59,2,16,4,8,32,1,31,62,61,47,45,18
3157	cd=31	33,30,18,45,47,61,31,62,32,1,8,4,2,16,55,59,51,12
record	m=32	33,30,18,45,61,47,31,62,32,1,4,8,2,16,55,59,51,12
24984	cd=23	4,8,59,55,61,47,31,62,16,2,1,32,33,30,18,45,12,51
record	m=32	4,8,59,55,61,47,31,62,2,16,32,1,33,30,18,45,12,51
1119	cd=23	18,45,47,61,55,59,16,2,4,8,1,32,62,31,30,33,51,12
record	m=32	18,45,61,47,55,59,2,16,4,8,32,1,31,62,30,33,51,12
560	cd=31	33,30,62,31,8,4,32,1,16,2,59,55,47,61,45,18,51,12
record	m=64	33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18,51,12
12747	cd=23	18,45,47,61,31,62,16,2,1,32,4,8,59,55,51,12,30,33
record	m=32	18,45,61,47,31,62,2,16,32,1,4,8,59,55,51,12,30,33
18331	cd=23	1,32,2,16,62,31,47,61,55,59,8,4,12,51,33,30,18,45
record	m=32	32,1,2,16,31,62,61,47,55,59,8,4,12,51,33,30,18,45
5450	cd=31	12,51,59,55,47,61,8,4,32,1,2,16,31,62,30,33,45,18
record	m=64	12,51,55,59,61,47,4,8,32,1,2,16,31,62,30,33,45,18
6134	cd=31	33,30,12,51,59,55,31,62,4,8,16,2,1,32,61,47,45,18
record	m=64	33,30,12,51,55,59,31,62,4,8,2,16,32,1,61,47,45,18
5859	cd=31	12,51,33,30,31,62,55,59,32,1,16,2,4,8,61,47,45,18
record	m=64	12,51,33,30,31,62,55,59,32,1,2,16,4,8,61,47,45,18
18617	cd=31	1,32,59,55,62,31,61,47,2,16,4,8,12,51,33,30,18,45
record	m=32	32,1,55,59,31,62,61,47,2,16,4,8,12,51,33,30,18,45
9962	cd=31	32,1,47,61,31,62,55,59,16,2,8,4,12,51,18,45,33,30
record	m=64	32,1,61,47,31,62,55,59,2,16,4,8,12,51,18,45,33,30
18625	cd=31	1,32,59,55,31,62,61,47,2,16,4,8,12,51,33,30,18,45
record	m=32	32,1,55,59,31,62,61,47,2,16,4,8,12,51,33,30,18,45
18268	cd=31	16,2,1,32,62,31,59,55,61,47,8,4,12,51,33,30,18,45
record	m=32	2,16,32,1,31,62,55,59,61,47,4,8,12,51,33,30,18,45
4151	cd=23	33,30,62,31,1,32,2,16,8,4,61,47,59,55,51,12,45,18
record	m=32	33,30,31,62,32,1,2,16,4,8,61,47,55,59,51,12,45,18
5649	cd=31	12,51,55,59,1,32,4,8,16,2,47,61,31,62,30,33,45,18
record	m=32	12,51,55,59,32,1,4,8,2,16,61,47,31,62,30,33,45,18
24721	cd=31	2,16,8,4,47,61,62,31,59,55,32,1,33,30,18,45,12,51
record	m=64	2,16,4,8,61,47,31,62,55,59,32,1,33,30,18,45,12,51
18372	cd=31	16,2,1,32,62,31,59,55,47,61,8,4,12,51,33,30,18,45
record	m=32	2,16,32,1,31,62,55,59,61,47,4,8,12,51,33,30,18,45
20678	cd=31	16,2,4,8,47,61,31,62,55,59,1,32,33,30,12,51,18,45
record	m=64	2,16,4,8,61,47,31,62,55,59,32,1,33,30,12,51,18,45
12062	cd=23	32,1,4,8,59,55,31,62,47,61,16,2,18,45,12,51,33,30
record	m=16	32,1,4,8,59,55,31,62,61,47,2,16,18,45,12,51,33,30
6551	cd=23	33,30,12,51,59,55,4,8,2,16,32,1,31,62,61,47,45,18
record	m=16	33,30,12,51,55,59,8,4,2,16,32,1,31,62,61,47,45,18
18761	cd=31	2,16,31,62,47,61,59,55,1,32,4,8,12,51,33,30,18,45
record	m=64	2,16,31,62,61,47,55,59,32,1,4,8,12,51,33,30,18,45
13873	cd=23	12,51,55,59,62,31,8,4,1,32,16,2,47,61,45,18,30,33
record	m=32	12,51,55,59,31,62,4,8,32,1,2,16,61,47,45,18,30,33
2807	cd=31	33,30,18,45,47,61,4,8,2,16,32,1,31,62,59,55,51,12
record	m=32	33,30,18,45,61,47,4,8,2,16,32,1,31,62,55,59,51,12
10307	cd=31	1,32,2,16,62,31,59,55,47,61,8,4,12,51,18,45,33,30
record	m=64	32,1,2,16,31,62,55,59,61,47,4,8,12,51,18,45,33,30
10663	cd=31	2,16,55,59,61,47,62,31,1,32,4,8,12,51,18,45,33,30
record	m=32	2,16,55,59,61,47,31,62,32,1,4,8,12,51,18,45,33,30
15931	cd=23	18,45,12,51,59,55,4,8,2,16,32,1,61,47,31,62,30,33
record	m=32	18,45,12,51,55,59,8,4,2,16,32,1,61,47,31,62,30,33
92	cd=23	33,30,62,31,59,55,32,1,8,4,2,16,61,47,45,18,51,12
record	m=32	33,30,31,62,55,59,32,1,4,8,2,16,61,47,45,18,51,12
10127	cd=31	2,16,55,59,47,61,62,31,1,32,8,4,12,51,18,45,33,30
record	m=32	2,16,55,59,61,47,31,62,32,1,4,8,12,51,18,45,33,30
24658	cd=31	16,2,4,8,59,55,62,31,61,47,32,1,33,30,18,45,12,51
record	m=32	2,16,4,8,59,55,31,62,61,47,32,1,33,30,18,45,12,51
5486	cd=31	12,51,59,55,16,2,4,8,32,1,61,47,31,62,30,33,45,18
record	m=64	12,51,55,59,2,16,4,8,32,1,61,47,31,62,30,33,45,18
11990	cd=31	8,4,32,1,31,62,61,47,55,59,16,2,18,45,12,51,33,30
record	m=32	4,8,32,1,31,62,61,47,55,59,2,16,18,45,12,51,33,30
22656	cd=23	4,8,59,55,62,31,61,47,32,1,16,2,18,45,33,30,12,51
record	m=32	4,8,59,55,31,62,61,47,32,1,2,16,18,45,33,30,12,51
3827	cd=23	33,30,18,45,61,47,2,16,1,32,8,4,31,62,55,59,51,12
record	m=32	33,30,18,45,61,47,2,16,32,1,4,8,31,62,55,59,51,12
13148	cd=31	18,45,61,47,31,62,32,1,4,8,2,16,55,59,51,12,30,33
record	m=32	18,45,61,47,31,62,32,1,4,8,2,16,55,59,51,12,30,33
23372	cd=31	32,1,61,47,31,62,59,55,4,8,2,16,18,45,33,30,12,51
record	m=32	32,1,61,47,31,62,55,59,8,4,2,16,18,45,33,30,12,51
5773	cd=31	33,30,12,51,55,59,62,31,8,4,2,16,32,1,61,47,45,18
record	m=64	33,30,12,51,55,59,31,62,4,8,2,16,32,1,61,47,45,18
23001	cd=31	1,32,8,4,62,31,61,47,59,55,16,2,18,45,33,30,12,51
record	m=64	32,1,4,8,31,62,61,47,55,59,2,16,18,45,33,30,12,51
3470	cd=31	18,45,33,30,62,31,4,8,32,1,2,16,61,47,55,59,51,12
record	m=32	18,45,33,30,31,62,4,8,32,1,2,16,61,47,55,59,51,12
14841	cd=31	12,51,18,45,47,61,8,4,16,2,32,1,55,59,62,31,30,33
record	m=64	12,51,18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33
23314	cd=23	1,32,62,31,55,59,47,61,8,4,2,16,18,45,33,30,12,51
record	m=32	32,1,31,62,55,59,61,47,4,8,2,16,18,45,33,30,12,51
10208	cd=31	32,1,16,2,31,62,59,55,61,47,8,4,12,51,18,45,33,30
record	m=64	32,1,2,16,31,62,55,59,61,47,4,8,12,51,18,45,33,30
14545	cd=31	18,45,12,51,55,59,2,16,4,8,1,32,61,47,62,31,30,33
record	m=64	18,45,12,51,55,59,2,16,4,8,32,1,61,47,31,62,30,33
24437	cd=31	4,8,31,62,55,59,47,61,16,2,32,1,33,30,18,45,12,51
record	m=32	4,8,31,62,55,59,61,47,2,16,32,1,33,30,18,45,12,51
13589	cd=23	12,51,59,55,4,8,32,1,2,16,62,31,61,47,45,18,30,33
record	m=32	12,51,55,59,8,4,32,1,2,16,31,62,61,47,45,18,30,33
22863	cd=31	1,32,4,8,59,55,61,47,62,31,16,2,18,45,33,30,12,51
record	m=32	32,1,4,8,59,55,61,47,31,62,2,16,18,45,33,30,12,51
12671	cd=31	4,8,1,32,55,59,47,61,31,62,2,16,18,45,12,51,33,30
record	m=64	4,8,32,1,55,59,61,47,31,62,2,16,18,45,12,51,33,30
5934	cd=23	12,51,33,30,62,31,55,59,8,4,1,32,2,16,61,47,45,18
record	m=16	12,51,33,30,31,62,55,59,8,4,32,1,2,16,61,47,45,18
2112	cd=23	33,30,18,45,61,47,31,62,32,1,16,2,4,8,59,55,51,12
record	m=16	33,30,18,45,61,47,31,62,32,1,2,16,4,8,59,55,51,12
19655	cd=31	4,8,61,47,55,59,62,31,16,2,32,1,33,30,12,51,18,45
record	m=64	4,8,61,47,55,59,31,62,2,16,32,1,33,30,12,51,18,45
19751	cd=31	2,16,62,31,47,61,55,59,8,4,32,1,33,30,12,51,18,45
record	m=32	2,16,31,62,61,47,55,59,8,4,32,1,33,30,12,51,18,45
18858	cd=23	16,2,1,32,47,61,62,31,59,55,4,8,12,51,33,30,18,45
record	m=32	2,16,32,1,61,47,31,62,55,59,8,4,12,51,33,30,18,45
13076	cd=31	18,45,61,47,62,31,2,16,4,8,32,1,55,59,51,12,30,33
record	m=64	18,45,61,47,31,62,2,16,4,8,32,1,55,59,51,12,30,33
24707	cd=31	4,8,16,2,55,59,31,62,61,47,32,1,33,30,18,45,12,51
record	m=64	4,8,2,16,55,59,31,62,61,47,32,1,33,30,18,45,12,51
10125	cd=31	2,16,59,55,47,61,62,31,1,32,8,4,12,51,18,45,33,30
record	m=32	2,16,55,59,61,47,31,62,32,1,4,8,12,51,18,45,33,30
13992	cd=31	12,51,59,55,2,16,4,8,1,32,62,31,47,61,45,18,30,33
record	m=32	12,51,55,59,2,16,4,8,32,1,31,62,61,47,45,18,30,33
9949	cd=31	1,32,61,47,31,62,59,55,16,2,8,4,12,51,18,45,33,30
record	m=64	32,1,61,47,31,62,55,59,2,16,4,8,12,51,18,45,33,30
22907	cd=31	1,32,4,8,59,55,47,61,62,31,16,2,18,45,33,30,12,51
record	m=32	32,1,4,8,59,55,61,47,31,62,2,16,18,45,33,30,12,51
13553	cd=31	12,51,55,59,1,32,4,8,16,2,62,31,61,47,45,18,30,33
record	m=64	12,51,55,59,32,1,4,8,2,16,31,62,61,47,45,18,30,33
23659	cd=31	1,32,4,8,31,62,61,47,55,59,2,16,18,45,33,30,12,51
record	m=64	32,1,4,8,31,62,61,47,55,59,2,16,18,45,33,30,12,51
10211	cd=31	1,32,2,16,31,62,59,55,61,47,8,4,12,51,18,45,33,30
record	m=64	32,1,2,16,31,62,55,59,61,47,4,8,12,51,18,45,33,30
11700	cd=31	32,1,59,55,31,62,47,61,8,4,16,2,18,45,12,51,33,30
record	m=64	32,1,55,59,31,62,61,47,4,8,2,16,18,45,12,51,33,30
18376	cd=31	32,1,16,2,31,62,59,55,47,61,8,4,12,51,33,30,18,45
record	m=64	32,1,2,16,31,62,55,59,61,47,4,8,12,51,33,30,18,45
11855	cd=23	8,4,55,59,47,61,62,31,1,32,16,2,18,45,12,51,33,30
record	m=16	4,8,59,55,61,47,31,62,32,1,2,16,18,45,12,51,33,30
4501	cd=31	33,30,31,62,47,61,16,2,4,8,1,32,55,59,51,12,45,18
record	m=32	33,30,31,62,61,47,2,16,4,8,32,1,55,59,51,12,45,18
7413	cd=31	12,51,33,30,31,62,8,4,32,1,16,2,59,55,47,61,45,18
record	m=64	12,51,33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18
6395	cd=23	12,51,33,30,62,31,1,32,2,16,8,4,55,59,61,47,45,18
record	m=16	12,51,33,30,31,62,32,1,2,16,4,8,59,55,61,47,45,18
10746	cd=31	32,1,2,16,62,31,59,55,61,47,4,8,12,51,18,45,33,30
record	m=64	32,1,2,16,31,62,55,59,61,47,4,8,12,51,18,45,33,30
14255	cd=31	12,51,18,45,47,61,55,59,8,4,1,32,16,2,62,31,30,33
record	m=32	12,51,18,45,61,47,55,59,8,4,32,1,2,16,31,62,30,33
5628	cd=23	12,51,55,59,8,4,16,2,32,1,47,61,31,62,30,33,45,18
record	m=32	12,51,55,59,8,4,2,16,32,1,61,47,31,62,30,33,45,18
18220	cd=23	2,16,61,47,62,31,55,59,1,32,8,4,12,51,33,30,18,45
record	m=32	2,16,61,47,31,62,55,59,32,1,4,8,12,51,33,30,18,45
24584	cd=31	16,2,59,55,47,61,31,62,4,8,32,1,33,30,18,45,12,51
record	m=64	2,16,55,59,61,47,31,62,4,8,32,1,33,30,18,45,12,51
