[f1] group self-checks PASS: |G48|=48 verified elementwise (Hamming isometry 64x64, 32-pair closure, pair-0 fixed, rev-commutation); quotient = 24 pair-perms, closed under composition, kernel {id,rev}
[f1] pair-orbits of the 31 free pairs: 3:[3,7,11] 3:[4,6,21] 3:[13,14,30] 4:[5,8,26,31] 6:[1,9,17,19,22,25] 6:[2,12,16,18,24,28] 6:[10,15,20,23,27,29]
record	m=32	2,16,32,1,31,62,55,59,61,47,4,8,12,51,33,30,18,45
12384	cd=31	32,1,8,4,55,59,47,61,62,31,2,16,18,45,12,51,33,30
record	m=32	32,1,4,8,59,55,61,47,31,62,2,16,18,45,12,51,33,30
24817	cd=31	4,8,2,16,61,47,31,62,55,59,32,1,33,30,18,45,12,51
record	m=32	4,8,2,16,61,47,31,62,55,59,32,1,33,30,18,45,12,51
13075	cd=31	18,45,47,61,31,62,16,2,4,8,32,1,55,59,51,12,30,33
record	m=64	18,45,61,47,31,62,2,16,4,8,32,1,55,59,51,12,30,33
7876	cd=39	33,30,51,12,8,4,2,16,1,32,59,55,31,62,47,61,45,18
record	m=128	33,30,51,12,4,8,2,16,32,1,55,59,31,62,61,47,45,18
3721	cd=39	18,45,33,30,31,62,16,2,8,4,1,32,47,61,55,59,51,12
record	m=64	18,45,33,30,31,62,2,16,4,8,32,1,61,47,55,59,51,12
6848	cd=39	33,30,62,31,61,47,59,55,2,16,32,1,4,8,12,51,45,18
record	m=64	33,30,31,62,61,47,55,59,2,16,32,1,4,8,12,51,45,18
14231	cd=39	12,51,18,45,47,61,59,55,1,32,8,4,16,2,62,31,30,33
record	m=64	12,51,18,45,61,47,55,59,32,1,4,8,2,16,31,62,30,33
10899	cd=39	1,32,16,2,55,59,61,47,31,62,4,8,12,51,18,45,33,30
record	m=64	32,1,2,16,55,59,61,47,31,62,4,8,12,51,18,45,33,30
11685	cd=23	32,1,31,62,61,47,55,59,8,4,16,2,18,45,12,51,33,30
record	m=16	32,1,31,62,61,47,55,59,8,4,2,16,18,45,12,51,33,30
5361	cd=23	12,51,55,59,61,47,8,4,2,16,32,1,31,62,30,33,45,18
record	m=32	12,51,55,59,61,47,4,8,2,16,32,1,31,62,30,33,45,18
19930	cd=31	8,4,2,16,55,59,62,31,61,47,32,1,33,30,12,51,18,45
record	m=64	4,8,2,16,55,59,31,62,61,47,32,1,33,30,12,51,18,45
16072	cd=39	51,12,45,18,16,2,1,32,8,4,55,59,61,47,31,62,30,33
record	m=64	51,12,45,18,2,16,32,1,4,8,59,55,61,47,31,62,30,33
23294	cd=31	32,1,55,59,31,62,61,47,8,4,2,16,18,45,33,30,12,51
record	m=64	32,1,55,59,31,62,61,47,4,8,2,16,18,45,33,30,12,51
6393	cd=23	12,51,33,30,62,31,1,32,16,2,8,4,55,59,61,47,45,18
record	m=16	12,51,33,30,31,62,32,1,2,16,4,8,59,55,61,47,45,18
7005	cd=23	33,30,12,51,55,59,31,62,8,4,32,1,16,2,47,61,45,18
record	m=32	33,30,12,51,55,59,31,62,4,8,32,1,2,16,61,47,45,18
17313	cd=39	4,8,16,2,1,32,61,47,62,31,59,55,51,12,33,30,18,45
record	m=128	4,8,2,16,32,1,61,47,31,62,55,59,51,12,33,30,18,45
3284	cd=39	33,30,45,18,16,2,32,1,4,8,61,47,62,31,55,59,51,12
record	m=128	33,30,45,18,2,16,32,1,4,8,61,47,31,62,55,59,51,12
6069	cd=39	30,33,51,12,8,4,16,2,32,1,55,59,62,31,61,47,45,18
record	m=128	33,30,51,12,4,8,2,16,32,1,55,59,31,62,61,47,45,18
8315	cd=39	1,32,16,2,8,4,55,59,62,31,47,61,45,18,51,12,33,30
record	m=64	32,1,2,16,4,8,59,55,31,62,61,47,45,18,51,12,33,30
14642	cd=39	45,18,51,12,4,8,1,32,2,16,55,59,61,47,62,31,30,33
record	m=128	18,45,51,12,4,8,32,1,2,16,55,59,61,47,31,62,30,33
4433	cd=39	33,30,31,62,61,47,8,4,32,1,2,16,55,59,51,12,45,18
record	m=64	33,30,31,62,61,47,4,8,32,1,2,16,55,59,51,12,45,18
22625	cd=39	4,8,32,1,16,2,55,59,31,62,47,61,45,18,33,30,12,51
record	m=128	4,8,32,1,2,16,55,59,31,62,61,47,45,18,33,30,12,51
11023	cd=39	4,8,2,16,1,32,55,59,62,31,61,47,45,18,12,51,33,30
record	m=128	4,8,2,16,32,1,55,59,31,62,61,47,45,18,51,12,33,30
8726	cd=39	16,2,1,32,4,8,31,62,61,47,59,55,51,12,45,18,33,30
record	m=128	2,16,32,1,4,8,31,62,61,47,55,59,51,12,18,45,33,30
9640	cd=39	8,4,32,1,2,16,62,31,61,47,55,59,51,12,18,45,33,30
record	m=128	4,8,32,1,2,16,31,62,61,47,55,59,51,12,18,45,33,30
16111	cd=31	12,51,18,45,47,61,4,8,2,16,32,1,59,55,31,62,30,33
record	m=64	12,51,18,45,61,47,4,8,2,16,32,1,55,59,31,62,30,33
19777	cd=23	16,2,47,61,59,55,31,62,8,4,32,1,33,30,12,51,18,45
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,12,51,18,45
12354	cd=39	32,1,8,4,47,61,59,55,62,31,2,16,18,45,12,51,33,30
record	m=64	32,1,4,8,61,47,55,59,31,62,2,16,18,45,12,51,33,30
22591	cd=39	4,8,1,32,16,2,59,55,31,62,47,61,45,18,33,30,12,51
record	m=128	4,8,32,1,2,16,55,59,31,62,61,47,45,18,33,30,12,51
22172	cd=39	32,1,4,8,2,16,31,62,59,55,61,47,45,18,33,30,12,51
record	m=128	32,1,4,8,2,16,31,62,55,59,61,47,45,18,33,30,12,51
3564	cd=39	45,18,30,33,32,1,4,8,16,2,31,62,61,47,55,59,51,12
record	m=128	18,45,30,33,32,1,4,8,2,16,31,62,61,47,55,59,51,12
21081	cd=39	4,8,32,1,2,16,59,55,61,47,31,62,30,33,12,51,18,45
record	m=128	4,8,32,1,2,16,55,59,61,47,31,62,30,33,51,12,18,45
8104	cd=39	16,2,32,1,8,4,62,31,55,59,61,47,45,18,51,12,33,30
record	m=128	2,16,32,1,4,8,31,62,55,59,61,47,45,18,51,12,33,30
21611	cd=39	2,16,8,4,1,32,47,61,55,59,62,31,30,33,45,18,12,51
record	m=128	2,16,4,8,32,1,61,47,55,59,31,62,30,33,18,45,12,51
12850	cd=39	45,18,16,2,1,32,8,4,61,47,62,31,59,55,51,12,30,33
record	m=64	45,18,2,16,32,1,4,8,61,47,31,62,55,59,51,12,30,33
10762	cd=31	16,2,32,1,31,62,55,59,61,47,4,8,12,51,18,45,33,30
record	m=32	2,16,32,1,31,62,55,59,61,47,4,8,12,51,18,45,33,30
2339	cd=39	18,45,30,33,1,32,4,8,16,2,47,61,62,31,59,55,51,12
record	m=64	18,45,30,33,32,1,4,8,2,16,61,47,31,62,55,59,51,12
5213	cd=39	51,12,4,8,32,1,16,2,47,61,59,55,62,31,30,33,45,18
record	m=32	51,12,4,8,32,1,2,16,61,47,55,59,31,62,30,33,45,18
17421	cd=39	1,32,2,16,8,4,31,62,61,47,59,55,51,12,33,30,18,45
record	m=128	32,1,2,16,4,8,31,62,61,47,55,59,51,12,33,30,18,45
15336	cd=39	12,51,59,55,62,31,47,61,4,8,32,1,2,16,18,45,30,33
record	m=64	12,51,55,59,31,62,61,47,4,8,32,1,2,16,18,45,30,33
6335	cd=39	12,51,30,33,1,32,2,16,8,4,31,62,59,55,61,47,45,18
record	m=128	51,12,30,33,32,1,2,16,4,8,31,62,55,59,61,47,45,18
18466	cd=39	16,2,55,59,62,31,61,47,32,1,4,8,12,51,33,30,18,45
record	m=64	2,16,55,59,31,62,61,47,32,1,4,8,12,51,33,30,18,45
11022	cd=39	8,4,2,16,1,32,55,59,62,31,61,47,45,18,12,51,33,30
record	m=128	4,8,2,16,32,1,55,59,31,62,61,47,45,18,51,12,33,30
20389	cd=23	16,2,47,61,59,55,31,62,4,8,1,32,33,30,12,51,18,45
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,12,51,18,45
10077	cd=31	2,16,32,1,61,47,59,55,62,31,8,4,12,51,18,45,33,30
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,18,45,33,30
888	cd=39	18,45,61,47,59,55,31,62,8,4,16,2,1,32,33,30,51,12
record	m=64	18,45,61,47,55,59,31,62,4,8,2,16,32,1,33,30,51,12
11879	cd=39	4,8,31,62,47,61,59,55,1,32,16,2,18,45,12,51,33,30
record	m=64	4,8,31,62,61,47,55,59,32,1,2,16,18,45,12,51,33,30
23912	cd=39	16,2,32,1,8,4,62,31,55,59,61,47,45,18,30,33,12,51
record	m=128	2,16,32,1,4,8,31,62,55,59,61,47,45,18,33,30,12,51
24227	cd=39	1,32,8,4,16,2,62,31,55,59,47,61,45,18,30,33,12,51
record	m=128	32,1,4,8,2,16,31,62,55,59,61,47,45,18,33,30,12,51
16401	cd=39	18,45,51,12,8,4,2,16,1,32,61,47,55,59,31,62,30,33
record	m=128	18,45,51,12,4,8,2,16,32,1,61,47,55,59,31,62,30,33
22544	cd=39	8,4,32,1,16,2,31,62,55,59,47,61,45,18,33,30,12,51
record	m=128	4,8,32,1,2,16,31,62,55,59,61,47,45,18,33,30,12,51
8715	cd=39	1,32,16,2,8,4,31,62,61,47,59,55,51,12,45,18,33,30
record	m=128	32,1,2,16,4,8,31,62,61,47,55,59,51,12,18,45,33,30
8179	cd=39	2,16,8,4,32,1,59,55,31,62,61,47,45,18,51,12,33,30
record	m=128	2,16,4,8,32,1,55,59,31,62,61,47,45,18,51,12,33,30
19059	cd=39	1,32,8,4,16,2,47,61,62,31,59,55,51,12,30,33,18,45
record	m=64	32,1,4,8,2,16,61,47,31,62,55,59,51,12,33,30,18,45
21989	cd=39	1,32,4,8,16,2,55,59,47,61,31,62,30,33,45,18,12,51
record	m=128	32,1,4,8,2,16,55,59,61,47,31,62,30,33,18,45,12,51
9525	cd=39	1,32,2,16,4,8,47,61,31,62,59,55,51,12,18,45,33,30
record	m=128	32,1,2,16,4,8,61,47,31,62,55,59,51,12,18,45,33,30
19408	cd=39	8,4,32,1,16,2,62,31,61,47,55,59,51,12,30,33,18,45
record	m=128	4,8,32,1,2,16,31,62,61,47,55,59,51,12,33,30,18,45
23161	cd=39	1,32,4,8,61,47,59,55,31,62,16,2,18,45,33,30,12,51
record	m=64	32,1,4,8,61,47,55,59,31,62,2,16,18,45,33,30,12,51
6516	cd=39	51,12,30,33,32,1,16,2,4,8,31,62,55,59,61,47,45,18
record	m=128	51,12,30,33,32,1,2,16,4,8,31,62,55,59,61,47,45,18
12068	cd=23	32,1,8,4,55,59,31,62,47,61,16,2,18,45,12,51,33,30
record	m=16	32,1,4,8,59,55,31,62,61,47,2,16,18,45,12,51,33,30
22154	cd=39	32,1,16,2,8,4,31,62,59,55,61,47,45,18,33,30,12,51
record	m=128	32,1,2,16,4,8,31,62,55,59,61,47,45,18,33,30,12,51
4489	cd=39	33,30,31,62,61,47,8,4,16,2,1,32,55,59,51,12,45,18
record	m=64	33,30,31,62,61,47,4,8,2,16,32,1,55,59,51,12,45,18
4774	cd=39	12,51,59,55,31,62,47,61,16,2,8,4,32,1,33,30,45,18
record	m=32	12,51,55,59,31,62,61,47,2,16,4,8,32,1,33,30,45,18
18314	cd=23	16,2,1,32,47,61,62,31,55,59,8,4,12,51,33,30,18,45
record	m=32	2,16,32,1,61,47,31,62,55,59,8,4,12,51,33,30,18,45
20709	cd=39	4,8,16,2,62,31,55,59,47,61,1,32,33,30,12,51,18,45
record	m=64	4,8,2,16,31,62,55,59,61,47,32,1,33,30,12,51,18,45
10649	cd=39	1,32,2,16,59,55,47,61,62,31,4,8,12,51,18,45,33,30
record	m=64	32,1,2,16,55,59,61,47,31,62,4,8,12,51,18,45,33,30
21559	cd=39	2,16,1,32,4,8,61,47,55,59,62,31,30,33,45,18,12,51
record	m=128	2,16,32,1,4,8,61,47,55,59,31,62,30,33,18,45,12,51
23437	cd=39	1,32,4,8,61,47,55,59,62,31,2,16,18,45,33,30,12,51
record	m=64	32,1,4,8,61,47,55,59,31,62,2,16,18,45,33,30,12,51
22405	cd=39	1,32,4,8,2,16,55,59,62,31,47,61,45,18,33,30,12,51
record	m=128	32,1,4,8,2,16,55,59,31,62,61,47,45,18,33,30,12,51
7204	cd=23	33,30,12,51,55,59,8,4,32,1,2,16,62,31,47,61,45,18
record	m=32	33,30,12,51,55,59,8,4,32,1,2,16,31,62,61,47,45,18
25565	cd=39	1,32,2,16,8,4,61,47,59,55,62,31,30,33,18,45,12,51
record	m=128	32,1,2,16,4,8,61,47,55,59,31,62,30,33,18,45,12,51
10594	cd=39	32,1,47,61,59,55,31,62,2,16,4,8,12,51,18,45,33,30
record	m=64	32,1,61,47,55,59,31,62,2,16,4,8,12,51,18,45,33,30
5788	cd=39	12,51,33,30,62,31,55,59,16,2,32,1,8,4,61,47,45,18
record	m=64	12,51,33,30,31,62,55,59,2,16,32,1,4,8,61,47,45,18
18476	cd=39	16,2,59,55,31,62,61,47,32,1,4,8,12,51,33,30,18,45
record	m=64	2,16,55,59,31,62,61,47,32,1,4,8,12,51,33,30,18,45
16221	cd=39	18,45,51,12,8,4,2,16,1,32,61,47,59,55,31,62,30,33
record	m=128	18,45,51,12,4,8,2,16,32,1,61,47,55,59,31,62,30,33
12188	cd=31	8,4,47,61,59,55,31,62,32,1,2,16,18,45,12,51,33,30
record	m=32	4,8,61,47,55,59,31,62,32,1,2,16,18,45,12,51,33,30
25401	cd=39	2,16,4,8,31,62,47,61,55,59,1,32,33,30,18,45,12,51
record	m=64	2,16,4,8,31,62,61,47,55,59,32,1,33,30,18,45,12,51
14609	cd=39	12,51,45,18,16,2,8,4,32,1,55,59,61,47,62,31,30,33
record	m=128	51,12,45,18,2,16,4,8,32,1,55,59,61,47,31,62,30,33
12530	cd=31	32,1,4,8,31,62,61,47,59,55,2,16,18,45,12,51,33,30
record	m=64	32,1,4,8,31,62,61,47,55,59,2,16,18,45,12,51,33,30
3776	cd=39	33,30,45,18,16,2,1,32,4,8,31,62,47,61,55,59,51,12
record	m=128	33,30,45,18,2,16,32,1,4,8,31,62,61,47,55,59,51,12
17979	cd=31	2,16,55,59,61,47,31,62,32,1,8,4,12,51,33,30,18,45
record	m=32	2,16,55,59,61,47,31,62,32,1,4,8,12,51,33,30,18,45
2481	cd=23	18,45,33,30,62,31,1,32,8,4,2,16,61,47,59,55,51,12
record	m=16	18,45,33,30,31,62,32,1,4,8,2,16,61,47,55,59,51,12
6665	cd=39	30,33,51,12,8,4,16,2,32,1,55,59,31,62,61,47,45,18
record	m=128	33,30,51,12,4,8,2,16,32,1,55,59,31,62,61,47,45,18
19048	cd=39	8,4,16,2,32,1,47,61,62,31,59,55,51,12,30,33,18,45
record	m=128	4,8,2,16,32,1,61,47,31,62,55,59,51,12,33,30,18,45
15628	cd=39	18,45,61,47,59,55,31,62,16,2,1,32,4,8,12,51,30,33
record	m=64	18,45,61,47,55,59,31,62,2,16,32,1,4,8,12,51,30,33
11477	cd=39	1,32,4,8,16,2,31,62,55,59,47,61,45,18,12,51,33,30
record	m=128	32,1,4,8,2,16,31,62,55,59,61,47,45,18,51,12,33,30
8429	cd=39	1,32,2,16,8,4,62,31,55,59,47,61,45,18,51,12,33,30
record	m=128	32,1,2,16,4,8,31,62,55,59,61,47,45,18,51,12,33,30
4875	cd=39	12,51,55,59,31,62,47,61,4,8,16,2,1,32,33,30,45,18
record	m=64	12,51,55,59,31,62,61,47,4,8,2,16,32,1,33,30,45,18
25854	cd=39	16,2,1,32,8,4,55,59,61,47,31,62,30,33,18,45,12,51
record	m=64	2,16,32,1,4,8,59,55,61,47,31,62,30,33,18,45,12,51
6425	cd=39	30,33,51,12,8,4,1,32,16,2,62,31,55,59,61,47,45,18
record	m=128	33,30,51,12,4,8,32,1,2,16,31,62,55,59,61,47,45,18
14186	cd=39	51,12,8,4,1,32,2,16,59,55,31,62,47,61,45,18,30,33
record	m=64	51,12,4,8,32,1,2,16,55,59,31,62,61,47,45,18,30,33
19997	cd=39	4,8,16,2,31,62,61,47,59,55,32,1,33,30,12,51,18,45
record	m=64	4,8,2,16,31,62,61,47,55,59,32,1,33,30,12,51,18,45
14247	cd=39	12,51,18,45,47,61,59,55,1,32,4,8,16,2,62,31,30,33
record	m=64	12,51,18,45,61,47,55,59,32,1,4,8,2,16,31,62,30,33
23181	cd=39	4,8,32,1,47,61,55,59,31,62,16,2,18,45,33,30,12,51
record	m=64	4,8,32,1,61,47,55,59,31,62,2,16,18,45,33,30,12,51
11591	cd=31	4,8,62,31,55,59,61,47,32,1,16,2,18,45,12,51,33,30
record	m=64	4,8,31,62,55,59,61,47,32,1,2,16,18,45,12,51,33,30
19282	cd=39	16,2,8,4,1,32,61,47,31,62,59,55,51,12,30,33,18,45
record	m=128	2,16,4,8,32,1,61,47,31,62,55,59,51,12,33,30,18,45
19279	cd=39	4,8,1,32,2,16,61,47,31,62,59,55,51,12,30,33,18,45
record	m=64	4,8,32,1,2,16,61,47,31,62,55,59,51,12,33,30,18,45
12635	cd=39	4,8,1,32,61,47,59,55,31,62,2,16,18,45,12,51,33,30
record	m=64	4,8,32,1,61,47,55,59,31,62,2,16,18,45,12,51,33,30
6729	cd=39	33,30,31,62,59,55,47,61,16,2,32,1,8,4,12,51,45,18
record	m=32	33,30,31,62,55,59,61,47,2,16,32,1,4,8,12,51,45,18
17397	cd=39	2,16,4,8,1,32,62,31,61,47,59,55,51,12,33,30,18,45
record	m=64	2,16,4,8,32,1,31,62,61,47,55,59,51,12,33,30,18,45
3468	cd=31	18,45,33,30,62,31,8,4,32,1,2,16,61,47,55,59,51,12
record	m=32	18,45,33,30,31,62,4,8,32,1,2,16,61,47,55,59,51,12
3365	cd=39	30,33,45,18,16,2,8,4,1,32,47,61,62,31,55,59,51,12
record	m=128	33,30,45,18,2,16,4,8,32,1,61,47,31,62,55,59,51,12
23730	cd=39	8,4,1,32,47,61,55,59,31,62,2,16,18,45,33,30,12,51
record	m=64	4,8,32,1,61,47,55,59,31,62,2,16,18,45,33,30,12,51
23644	cd=39	32,1,4,8,47,61,62,31,55,59,2,16,18,45,33,30,12,51
record	m=64	32,1,4,8,61,47,31,62,55,59,2,16,18,45,33,30,12,51
24666	cd=31	8,4,2,16,55,59,62,31,61,47,32,1,33,30,18,45,12,51
record	m=64	4,8,2,16,55,59,31,62,61,47,32,1,33,30,18,45,12,51
24454	cd=31	16,2,55,59,61,47,62,31,8,4,32,1,33,30,18,45,12,51
record	m=64	2,16,55,59,61,47,31,62,4,8,32,1,33,30,18,45,12,51
3159	cd=31	33,30,18,45,47,61,62,31,1,32,8,4,2,16,55,59,51,12
record	m=32	33,30,18,45,61,47,31,62,32,1,4,8,2,16,55,59,51,12
16521	cd=31	18,45,12,51,55,59,2,16,8,4,1,32,47,61,31,62,30,33
record	m=64	18,45,12,51,55,59,2,16,4,8,32,1,61,47,31,62,30,33
20610	cd=39	8,4,2,16,31,62,47,61,59,55,1,32,33,30,12,51,18,45
record	m=64	4,8,2,16,31,62,61,47,55,59,32,1,33,30,12,51,18,45
8005	cd=39	1,32,4,8,2,16,55,59,62,31,61,47,45,18,51,12,33,30
record	m=128	32,1,4,8,2,16,55,59,31,62,61,47,45,18,51,12,33,30
21787	cd=39	1,32,16,2,8,4,61,47,59,55,31,62,30,33,45,18,12,51
record	m=128	32,1,2,16,4,8,61,47,55,59,31,62,30,33,18,45,12,51
13110	cd=39	18,45,61,47,31,62,4,8,1,32,16,2,55,59,51,12,30,33
record	m=64	18,45,61,47,31,62,4,8,32,1,2,16,55,59,51,12,30,33
22288	cd=39	8,4,16,2,1,32,59,55,31,62,61,47,45,18,33,30,12,51
record	m=128	4,8,2,16,32,1,55,59,31,62,61,47,45,18,33,30,12,51
5328	cd=39	51,12,8,4,16,2,32,1,55,59,47,61,62,31,30,33,45,18
record	m=64	51,12,4,8,2,16,32,1,55,59,61,47,31,62,30,33,45,18
163	cd=39	33,30,31,62,4,8,16,2,32,1,59,55,61,47,45,18,51,12
record	m=64	33,30,31,62,4,8,2,16,32,1,55,59,61,47,45,18,51,12
21208	cd=39	8,4,16,2,1,32,47,61,59,55,31,62,30,33,12,51,18,45
record	m=128	4,8,2,16,32,1,61,47,55,59,31,62,30,33,51,12,18,45
19199	cd=39	4,8,1,32,2,16,62,31,47,61,59,55,51,12,30,33,18,45
record	m=128	4,8,32,1,2,16,31,62,61,47,55,59,51,12,33,30,18,45
3931	cd=39	30,33,45,18,2,16,32,1,8,4,47,61,31,62,55,59,51,12
record	m=128	33,30,45,18,2,16,32,1,4,8,61,47,31,62,55,59,51,12
22642	cd=39	32,1,8,4,2,16,55,59,31,62,47,61,45,18,33,30,12,51
record	m=128	32,1,4,8,2,16,55,59,31,62,61,47,45,18,33,30,12,51
6042	cd=39	51,12,30,33,1,32,2,16,4,8,59,55,62,31,61,47,45,18
record	m=64	51,12,30,33,32,1,2,16,4,8,59,55,31,62,61,47,45,18
357	cd=39	30,33,1,32,8,4,2,16,31,62,55,59,61,47,45,18,51,12
record	m=64	30,33,32,1,4,8,2,16,31,62,55,59,61,47,45,18,51,12
14367	cd=31	12,51,18,45,47,61,55,59,16,2,1,32,4,8,62,31,30,33
record	m=64	12,51,18,45,61,47,55,59,2,16,32,1,4,8,31,62,30,33
4426	cd=23	33,30,62,31,47,61,1,32,2,16,8,4,55,59,51,12,45,18
record	m=32	33,30,31,62,61,47,32,1,2,16,4,8,59,55,51,12,45,18
8316	cd=39	32,1,2,16,8,4,55,59,62,31,47,61,45,18,51,12,33,30
record	m=64	32,1,2,16,4,8,59,55,31,62,61,47,45,18,51,12,33,30
1222	cd=39	45,18,16,2,4,8,32,1,61,47,59,55,62,31,30,33,51,12
record	m=64	45,18,2,16,4,8,32,1,61,47,55,59,31,62,30,33,51,12
4991	cd=31	12,51,55,59,47,61,4,8,1,32,16,2,62,31,30,33,45,18
record	m=64	12,51,55,59,61,47,4,8,32,1,2,16,31,62,30,33,45,18
20589	cd=39	4,8,16,2,31,62,61,47,59,55,1,32,33,30,12,51,18,45
record	m=64	4,8,2,16,31,62,61,47,55,59,32,1,33,30,12,51,18,45
6401	cd=31	12,51,33,30,31,62,8,4,32,1,2,16,55,59,61,47,45,18
record	m=64	12,51,33,30,31,62,4,8,32,1,2,16,55,59,61,47,45,18
3370	cd=39	33,30,45,18,2,16,4,8,1,32,47,61,62,31,55,59,51,12
record	m=128	33,30,45,18,2,16,4,8,32,1,61,47,31,62,55,59,51,12
14575	cd=39	12,51,45,18,2,16,32,1,4,8,59,55,61,47,62,31,30,33
record	m=64	51,12,45,18,2,16,32,1,4,8,59,55,61,47,31,62,30,33
18844	cd=39	32,1,2,16,55,59,31,62,61,47,4,8,12,51,33,30,18,45
record	m=64	32,1,2,16,55,59,31,62,61,47,4,8,12,51,33,30,18,45
17249	cd=39	4,8,32,1,16,2,55,59,47,61,31,62,30,33,51,12,18,45
record	m=128	4,8,32,1,2,16,55,59,61,47,31,62,30,33,51,12,18,45
3344	cd=39	33,30,45,18,16,2,1,32,8,4,47,61,62,31,55,59,51,12
record	m=128	33,30,45,18,2,16,32,1,4,8,61,47,31,62,55,59,51,12
21660	cd=39	16,2,4,8,32,1,55,59,47,61,62,31,30,33,45,18,12,51
record	m=128	2,16,4,8,32,1,55,59,61,47,31,62,30,33,18,45,12,51
22133	cd=39	2,16,4,8,1,32,62,31,59,55,61,47,45,18,33,30,12,51
record	m=64	2,16,4,8,32,1,31,62,55,59,61,47,45,18,33,30,12,51
20804	cd=39	32,1,4,8,2,16,55,59,61,47,62,31,30,33,12,51,18,45
record	m=128	32,1,4,8,2,16,55,59,61,47,31,62,30,33,51,12,18,45
17008	cd=39	8,4,32,1,16,2,55,59,61,47,31,62,30,33,51,12,18,45
record	m=128	4,8,32,1,2,16,55,59,61,47,31,62,30,33,51,12,18,45
17023	cd=39	2,16,1,32,8,4,55,59,61,47,31,62,30,33,51,12,18,45
record	m=64	2,16,32,1,4,8,59,55,61,47,31,62,30,33,51,12,18,45
25559	cd=39	4,8,2,16,32,1,61,47,59,55,62,31,30,33,18,45,12,51
record	m=128	4,8,2,16,32,1,61,47,55,59,31,62,30,33,18,45,12,51
7859	cd=39	30,33,51,12,4,8,32,1,2,16,59,55,31,62,47,61,45,18
record	m=128	33,30,51,12,4,8,32,1,2,16,55,59,31,62,61,47,45,18
24209	cd=39	2,16,32,1,4,8,31,62,59,55,47,61,45,18,30,33,12,51
record	m=128	2,16,32,1,4,8,31,62,55,59,61,47,45,18,33,30,12,51
18429	cd=31	2,16,1,32,61,47,59,55,31,62,8,4,12,51,33,30,18,45
record	m=64	2,16,32,1,61,47,55,59,31,62,4,8,12,51,33,30,18,45
19736	cd=39	16,2,62,31,55,59,61,47,8,4,32,1,33,30,12,51,18,45
record	m=64	2,16,31,62,55,59,61,47,4,8,32,1,33,30,12,51,18,45
19973	cd=31	2,16,8,4,55,59,31,62,61,47,32,1,33,30,12,51,18,45
record	m=32	2,16,4,8,59,55,31,62,61,47,32,1,33,30,12,51,18,45
19052	cd=39	16,2,4,8,32,1,47,61,62,31,59,55,51,12,30,33,18,45
record	m=128	2,16,4,8,32,1,61,47,31,62,55,59,51,12,33,30,18,45
25457	cd=39	2,16,4,8,31,62,55,59,47,61,1,32,33,30,18,45,12,51
record	m=64	2,16,4,8,31,62,55,59,61,47,32,1,33,30,18,45,12,51
20972	cd=39	16,2,4,8,1,32,47,61,55,59,62,31,30,33,12,51,18,45
record	m=128	2,16,4,8,32,1,61,47,55,59,31,62,30,33,51,12,18,45
24582	cd=23	2,16,61,47,55,59,31,62,4,8,32,1,33,30,18,45,12,51
record	m=32	2,16,61,47,55,59,31,62,4,8,32,1,33,30,18,45,12,51
